"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2014","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - RATE OF LAY, MEASURED IN EGGS / LAYER","TOTAL","NOT SPECIFIED","252",""
"SURVEY","2014","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD","TOTAL","NOT SPECIFIED","1,820",""
"SURVEY","2014","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,977,000",""
"SURVEY","2014","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - RATE OF LAY, MEASURED IN EGGS / LAYER","TOTAL","NOT SPECIFIED","257",""
"SURVEY","2014","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD","TOTAL","NOT SPECIFIED","1,760",""
"SURVEY","2014","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,928,000",""
"SURVEY","2014","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - RATE OF LAY, MEASURED IN EGGS / LAYER","TOTAL","NOT SPECIFIED","282",""
"SURVEY","2014","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","2014","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,188,000",""
"SURVEY","2014","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - RATE OF LAY, MEASURED IN EGGS / LAYER","TOTAL","NOT SPECIFIED","227",""
"SURVEY","2014","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD","TOTAL","NOT SPECIFIED","1,950",""
"SURVEY","2014","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,105,000",""
"SURVEY","2014","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHICKENS","CHICKENS, LAYERS - RATE OF LAY, MEASURED IN EGGS / LAYER","TOTAL","NOT SPECIFIED","284",""
"SURVEY","2014","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD","TOTAL","NOT SPECIFIED","1,650",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","33,900,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","255",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,257,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","45,344",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (1 TO 999 HEAD)","72,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (1,000 OR MORE HEAD)","1,987",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (1,000 TO 1,999 HEAD)","710",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (16,000 TO 23,999 HEAD)","86",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (2,000 TO 3,999 HEAD)","510",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (24,000 TO 31,999 HEAD)","56",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (32,000 TO 49,999 HEAD)","65",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (4,000 TO 7,999 HEAD)","320",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (50,000 OR MORE HEAD)","70",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - NUMBER OF FEEDLOTS","CAPACITY","CAPACITY: (8,000 TO 15,999 HEAD)","170",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (1 TO 999 HEAD)","3,000,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (1,000 OR MORE HEAD)","20,464,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (1,000 TO 1,999 HEAD)","634,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (16,000 TO 23,999 HEAD)","1,940,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (2,000 TO 3,999 HEAD)","1,210,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (24,000 TO 31,999 HEAD)","1,640,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (32,000 TO 49,999 HEAD)","3,200,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (4,000 TO 7,999 HEAD)","1,730,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (50,000 OR MORE HEAD)","7,980,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CATTLE","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","CAPACITY","CAPACITY: (8,000 TO 15,999 HEAD)","2,130,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, BROILERS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.644",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","5,487,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN PCT OF SLAUGHTER","TOTAL","NOT SPECIFIED","0.93",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","146,763",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,493,604",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,396",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","7,808",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","68,116",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,265",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","738,549",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,454",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","445,838",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","947",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","77,468",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","72,434,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","8.16",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","591,119,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","18,179,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","4.39",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","396,033,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI, CERTIFIED, CHILLED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","396,010,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, HEAVY, SLAUGHTER, FI, CERTIFIED, FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","3,366,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN PCT OF SLAUGHTER","TOTAL","NOT SPECIFIED","1.45",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","68,461",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,884,100",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","107,915",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","16,979",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","652,321",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,131",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","504,330",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,804",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,204,988",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","943",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","322,228",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","71,801,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","3.22",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","231,418,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","9,805,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","7.27",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","125,143,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI, CERTIFIED, CHILLED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","124,977,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, LIGHT, SLAUGHTER, FI, CERTIFIED, FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","166,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","8,853,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN PCT OF SLAUGHTER","TOTAL","NOT SPECIFIED","1.08",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","215,224",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,377,704",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","112,311",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","24,787",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","720,437",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,396",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,242,879",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,258",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,650,826",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,890",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","399,696",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","144,235,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.7",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","822,537,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","27,984,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","5.1",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","521,176,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI, CERTIFIED, CHILLED - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","520,987,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, MATURE, SLAUGHTER, FI, CERTIFIED, FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","189,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","116,902,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, SLAUGHTER, FI - CONDEMNED, ANTE-MORTEM, MEASURED IN PCT OF SLAUGHTER","TOTAL","NOT SPECIFIED","0.22",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,666,662,000",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHICKENS","CHICKENS, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","6",""
